スル,する
アップタウン,アップタウン
ナグリトバス,殴り飛ばす
トウニチ,東日
ハオウ,覇王
ナガスクジラ,ナガスクジラ
キノン,キノン
アンミツ,あんみつ
セラミックス,セラミックス
シュッタン,出炭
バキャク,馬脚
チャサジ,茶匙
トウオン,等温
ウチバコ,内箱
クチビラキ,口開
ダイニン,代人
セツジュ,接受
スタンディング,スタンディング
ヘッポコ,ヘッポコ
クウレイ,空冷
カザキリ,風切り
ヨウゴウ,ようごう
シャクスル,釈する
グサク,愚策
テイダン,てい談
ヨウロン,要論
リュウアン,硫安
カハイ,下肺
タチワザ,立ち技
リグイ,利食い
アイシング,アイシング
ツメアワセル,詰め合わせる
トリクチ,取り口
トツメン,凸面
ニュウボウ,乳棒
タマクシゲ,玉匣
カルダモン,カルダモン
クレディ,クレディ
コンデンス,コンデンス
フレグランス,フレグランス
プログレッシブ,プログレッシブ
ユニセックス,ユニセックス
ロックアウト,ロックアウト
ルイゴ,類語
クビモト,首元
コルサ,コルサ
ジャンピング,ジャンピング
ブライド,ブライド
カゾエウタ,数え歌
ナゲワザ,投げ技
シロマル,白丸
ナキオトス,泣き落とす
クロヤキ,黒焼き
ショウリュウ,昇竜
タドン,たどん
ハラガケ,腹掛け
ネクサス,ネクサス
レイショク,冷食
ムギトロ,麦とろ
プライズ,プライズ
アリナシ,有り無し
グハン,ぐ犯
デンリ,電離
タイヨク,大欲
チュウユ,注油
ワケギ,ワケギ
バカロレア,バカロレア
シンタックス,シンタックス
リッカ,立夏
アンヨ,あんよ
ダイナモ,ダイナモ
チャンコナベ,ちゃんこ鍋
デンデン,電電
クロミツ,黒蜜
コッポウ,骨法
ユキハダ,雪肌
アテウマ,あて馬
ナレアウ,馴れ合う
マケコス,負け越す
ブツガク,仏学
ヨリダス,より出す
ユビヅカイ,指使い
コクショウ,国章
エッチラオッチラ,えっちらおっちら
ピケット,ピケット
ファック,ファック
ブレ,ぶれ
ヒキフネ,引き船
ウバザクラ,うばざくら
ナキクラス,泣き暮らす
ゲンイ,原意
キョウアス,今日明日
コヨリ,こより
シャホウ,社報
オンナヤク,女役
スイトン,すいとん
ミズマクラ,水まくら
ウッチャリ,うっちゃり
ウチカエル,打ち替える
ナカイリ,中入り
イリマエ,入り前
ロクヤネ,陸屋根
ナイトメア,ナイトメア
クラメ,暗め
デガラシ,出がらし
ショゴウ,初号
クンキ,勲記
ニュウシチ,入質
コノシロ,コノシロ
マンザン,満山
ニフダ,荷札
メウチ,目打ち
リザルト,リザルト
ピシピシ,ぴしぴし
アヤドル,あやどる
オンボウ,隠亡
ヤナミ,家なみ
ハナイカダ,花筏
ハナビエ,花冷え
カラタケ,幹竹
ギョショク,漁色
キンコク,金穀
ケイメイ,鶏鳴
ケンバ,犬馬
キツネツキ,狐憑
ヤマサカ,山坂
テバナ,手ばな
ジュンコ,醇乎
ショクヤスミ,食休み
ヒナアソビ,ひな遊び
オハラメ,大原女
ナカブタ,中ぶた
イコム,鋳込む
オイツカウ,追いつかう
フミヌク,踏み抜く
ホカケ,帆掛け
シキイタ,敷板
カゼノコ,風の子
ユメジ,夢路
スズナ,スズナ
フデイレ,筆入れ
ガントウ,岩頭
エビスガオ,えびす顔
アラワザ,荒業
マモリブクロ,守り袋
ビザイ,微罪
ハナガミ,鼻紙
ボウジン,防塵
ヨトギ,よとぎ
ヨアカシ,夜明かし
ヤナギゴシ,柳腰
アンドロイド,アンドロイド
ガタット,がたっと
シャッポ,シャッポ
ドカット,どかっと
ニョロニョロ,にょろにょろ
ノラクラ,のらくら
ランバダ,ランバダ
オウマ,合馬
アクタレ,悪たれ
エンシャ,園舎
エンプク,えんぷく
トオヤ,遠野
オシフセル,押し伏せる
オンシュウ,温習
カリヌイ,仮縫い
カンモウ,冠毛
ガンクビ,雁首
ケブリ,けぶり
キャクスジ,客筋
クツヌギ,沓脱
ケック,結句
オアシ,おあし
サキコボレル,咲きこぼれる
サキニオウ,咲きにおう
ヤマモト,山本
オモイアワス,思い合わす
ワライクズレル,笑い崩れる
ジンレツ,陣列
ヨマイゴト,世迷い言
ソクシュウ,束脩
タナボタ,タナボタ
カタゲル,担げる
トヤ,戸谷
トリモチ,トリモチ
ドウリン,動輪
ツキヌク,突き抜く
シラハダ,白肌
ヒゴイ,ヒゴイ
ツラツキ,面付き
モチハダ,もち肌
アマリモノ,余りもの
ラングン,乱軍
ウラマド,裏窓
タチバン,立ち番
リュウサ,流砂
シナダレカカル,しなだれかかる
ウツゼン,鬱然
イジョク,居職
テンカク,点画
ヨウガサ,洋傘
タモアミ,たも網
パンソリ,パンソリ
イナリズシ,いなりずし
キチレイ,吉例
セキイン,石印
タツイ,達意
ハイホン,配本
ナルカミ,鳴神
レイヤク,霊薬
エチカ,家近
ツメナオス,詰め直す
ムスビアワス,結合す
サズカリ,授かり
オギナイ,補い
モウアイ,盲愛
トガメダテ,とがめだて
ヒルギ,ヒルギ
セミプロ,セミプロ
シュウリン,秋林
メイチョウ,明徴
ヒッセイ,筆勢
モンセキ,問責
ミズイリ,水入り
シャクヤク,シャクヤク
ゾウシャ,増車
リョクヒ,緑肥
ヒロイズム,ヒロイズム
ハグクミソダテル,はぐくみ育てる
イナカヤ,田舎家
ボンピャク,凡百
マンザ,満座
リツイ,立位
カケン,科研
ウツギ,宇津木
ホウアン,方案
カラスグチ,からすぐち
シマヅタイ,島伝い
ベッチン,別珍
ササヤ,ささや
ギッチリ,ぎっちり
シネラマ,シネラマ
シラバクレル,しらばくれる
ドラゴエ,どら声
ピシャピシャ,ぴしゃぴしゃ
マダルッコイ,まだるっこい
ナツビ,夏日
ハナアヤメ,花あやめ
マキガリ,巻狩り
ギシャ,義舎
ヨンドコロナイ,よんどころない
コマヒキ,駒引
クンオン,君恩
グンエイ,軍営
ケンツク,けんつく
カタギヌ,肩衣
コシュウ,孤愁
ヤマゴモリ,山ごもり
ウワッパリ,上っ張り
タラチネ,たらちね
サキヅケ,先付け
ソニン,訴人
モショウ,喪章
ハヤジマイ,早じまい
ゾクト,ぞくと
チャッケン,着剣
トリサシ,鳥刺
ドロアシ,泥足
テキエイ,敵影
テッセキ,鉄石
フミダン,踏み段
カシラブン,頭分
モエサシ,燃えさし
バイジョウ,陪乗
イタヤネ,板屋根
モノスサマジイ,ものすさまじい
モダエシヌ,もだえ死ぬ
ヨウダン,用談
オトシダネ,落とし種
ロウニ,ろうに
イリマメ,いり豆
リンウ,りんう
ソクチ,測地
シロアン,白あん
イカダシ,筏師
フミ,不味
フンモン,噴門
シクラメン,シクラメン
デコイ,でくる
ヌラヌラ,ヌラヌラ
パク,パク
ヒネコビル,ひねこびる
ファルコン,ファルコン
アユリョウ,アユ漁
シマメ,しま目
ハレバレシイ,晴れ晴れしい
アライアゲル,洗い上げる
ヒクマル,低まる
キキスゴス,聞きすごす
ツツミヤキ,包み焼き
エナ,えな
イノセンス,イノセンス
ナンバ,なんば
クタビレモウケ,くたびれもうけ
ファブリック,ファブリック
テヌカリ,手抜かり
コナカラ,小半
チカラクラベ,力くらべ
ジュクド,熟度
バイカン,売官
マテキ,魔的
ニック,ニック
リスペクト,リスペクト
アタリハズレ,当たり外れ
ミチイト,道糸
ユウホウ,有報
アズカリショウ,預かり証
ガイセイ,外性
イタワリアウ,いたわり合う
カクタン,喀痰
ジュウビ,柔媚
イビリダス,いびり出す
セセラワライ,せせら笑い
ソヤス,称す
ヒキヤブル,引き破る
ミバ,見場
タカテ,たかて
コッキン,国禁
ジョケツ,女傑
アゲブタ,上蓋
チンベン,陳弁
ツキクダク,つき砕く
ホロウ,歩廊
ボセン,母船
ロウレツ,ろうれつ
インドメタシン,インドメタシン
オプティカル,オプティカル
クリムソン,クリムソン
シトラス,シトラス
テクニシャン,テクニシャン
トキソプラズマ,トキソプラズマ
ニトロソアミン,ニトロソアミン
バオバブ,バオバブ
ワンタン,ワンタン
シリビレ,しりびれ
ハラモチ,腹持ち
マキュウ,魔球
ヒコツ,ひこつ
ホタルブクロ,ホタルブクロ
ニアガル,煮上がる
ダクシュ,濁酒
ナカテ,中手
キモダメシ,肝試し
フラウ,フラウ
ヨコズキ,横好き
サクトウ,昨冬
シュッチン,出陳
マチビト,待ち人
チャミ,茶味
ヨシナイ,由ない
ヨビョウ,余病
リクウ,陸羽
キャピトル,キャピトル
グシャリ,ぐしゃり
シラット,しらっと
チョンボ,ちょんぼ
ツモ,ツモ
ヒトットビ,ひとっ飛び
ツノメ,角目
ケンダイ,見台
ヨソジ,与三次
シッケツ,失血
ソリン,疎林
フユキ,冬樹
ハンナキ,半泣き
キキステル,聞き捨てる
フライス,フライス
シオゼ,塩瀬
カモノハシ,カモノハシ
ゴクブト,極太
カタアゲ,肩上げ
アヤマラス,謝らす
ユキオトコ,雪男
カブラス,被らす
タツノオトシゴ,タツノオトシゴ
ディビジョン,ディビジョン
ビンクリスチン,ビンクリスチン
トリガイ,鳥飼
ブッキ,ぶっき
ジストマ,ジストマ
ホスゲン,ホスゲン
ムレサク,群れ咲く
ノックダウン,ノックダウン
ジャカゴ,蛇かご
ビフク,美服
ホッコウ,北郊
ツミノコシ,積み残し
ヨミオトス,読み落とす
ライダン,来談
イッキョク,一極
リサイタル,リサイタル
ゾウハイ,増配
ヒダリウチワ,左うちわ
サンミン,山民
トナエゴト,唱え言
ミズゴリ,水ごり
ホクリュウ,北流
ノアソビ,野遊び
シキカイ,色界
ドウビョウ,同病
リショウ,離床
アンダンテ,アンダンテ
ミョウキ,みょうき
トドケショ,届け書
クサヤ,くさや
ボサノバ,ボサノバ
レタリング,レタリング
カクシゲイ,隠し芸
ケコム,けこむ
オオギリ,大切
オオアジ,大味
フクマ,伏魔
アンジョウ,鞍上
スケトウダラ,スケトウダラ
ニュウメン,にゅうめん
トリナオシ,取り直し
ミズタキ,水炊き
チェレスタ,チェレスタ
コゲン,古言
ゼンポン,善本
ズホウ,図法
スギナ,すぎな
クリキ,功力
サンウン,山雲
ミゴシラエ,身ごしらえ
トウヘンボク,とうへんぼく
ヨイッパリ,宵っぱり
スズミ,すずみ
スカッシュ,スカッシュ
タネトリ,種取り
アギョウ,あぎょう
プロテクト,プロテクト
ヤキシメ,焼き締め
ガイイ,害意
ジュウバク,重爆
ミナミグミ,南組
バクサイ,爆砕
ノヅミ,野積み
ダイキャスト,ダイキャスト
フウエイ,ふうえい
セイタ,背板
イッパク,一白
サマリウム,サマリウム
カラトウ,辛党
センブリ,千振
ヨウゾン,溶存
メダチ,目立ち
ルビジウム,ルビジウム
カゲヒナタ,陰ひなた
シニカワル,死に変わる
トヒ,都鄙
ハチノコ,はちのこ
ハンゴク,半国
ニクギュウ,肉牛
ブチカマス,ぶちかます
タイナン,対南
ナカダルミ,中だるみ
リョクフウ,緑風
ペディキュア,ペディキュア
カバシラ,蚊柱
ガメイ,画名
キサンジ,気散じ
ササヤブ,笹やぶ
ハツシモ,初霜
ノリスゴス,乗り過ごす
フキサラス,吹きさらす
ムラマツリ,村祭り
バネジカケ,ばね仕掛け
サルビア,サルビア
カンテ,カンテ
モノナリ,物成
シオユデ,塩ゆで
コホウ,古法
コクユ,告諭
オサエツケ,押さえ付け
デリカテッセン,デリカテッセン
ギュウヒ,牛皮
ニクズレ,荷崩れ
サジェスチョン,サジェスチョン
アヤオリ,あや織り
スミトオル,澄みとおる
サキノヒ,先の日
ハズミグルマ,弾み車
コシオレ,腰折れ
チカラマケ,力負け
クレアチニン,クレアチニン
マエストロ,マエストロ
イソヅリ,いそ釣り
ホシアガル,干し上がる
シニミズ,死に水
ジュウモク,十目
ハツニ,初荷
クワズイモ,クワズイモ
イシジキ,石敷き
トウロ,登路
ニマイゴシ,二枚腰
ネッサ,熱砂
ホンシュツ,奔出
メザシ,目指し
シノバス,しのばす
シロバカマ,しろばかま
ムラギ,村木
アラモ,アラモ
フガイ,府外
カブダカ,株高
アルミナ,アルミナ
ヒテン,飛天
コケモモ,コケモモ
ロウヨウ,老幼
カツブツ,活物
ソエジョウ,添え状
モッソウ,もっそう
サイディング,サイディング
ヌイシロ,縫い代
サイサイ,歳歳
キクバン,菊判
キキオトス,聞き落とす
ヒョウセキ,標石
チョッコン,直根
ヤバネ,矢羽根
オロシショウ,卸商
キュウツイ,急追
キョギョウ,虚業
コスル,こする
アゲシオ,上げ潮
カシセキ,貸席
テンジュウ,転住
トウチュウ,頭注
ヨウゲン,揚言
ワショ,和書
ポタリ,ポタリ
コッソウ,骨相
ケダス,けだす
モリバナ,盛り花
ソクミョウ,即妙
チンブツ,珍物
ベンカン,弁官
スズカケ,鈴懸
ロウジュク,老熟
ノックス,ノックス
カマトト,カマトト
バレッタ,バレッタ
ピンボケ,ピンぼけ
アセドメ,汗止め
イソジ,いそじ
スナカベ,砂壁
カサネガサネ,重ね重ね
ブッコワレル,ぶっこわれる
ヒラナベ,平鍋
モウケン,猛犬
クリフ,クリフ
シタバリ,下張り
ソサン,そさん
セキウン,積雲
ハナノ,花野
ギテン,疑点
テツリ,哲理
